Timestamp,Domain,Query Type,Mode,Success,Total Time (s),Steps,Cache Status,Answers,Error
2025-10-21T12:51:18.920962,phi-pe.com.,A,iterative,False,0.4068,2,MISS,,No answers found
2025-10-21T12:51:19.828997,pictures-thailand.com.,A,iterative,True,0.6411,3,MISS,66.96.149.1,
2025-10-21T12:51:20.970619,pieceinch.com.,A,iterative,True,0.4284,3,MISS,104.21.66.64; 172.67.201.136,
2025-10-21T12:51:21.899623,portclydegeneralstore.com.,A,iterative,True,0.5718,3,MISS,198.185.159.144; 198.185.159.145; 198.49.23.144; 198.49.23.145,
2025-10-21T12:51:22.971580,ppsuika.ac.id.,A,iterative,True,0.7360,4,MISS,203.175.8.54,
2025-10-21T12:51:24.208510,probigbets.com.,A,iterative,False,0.4115,2,MISS,,No answers found
2025-10-21T12:51:25.120611,progettogiovani.pd.it.,A,iterative,True,0.5031,3,MISS,185.213.115.40,
2025-10-21T12:51:26.124300,radioterminal.ru.,A,iterative,True,0.5535,3,MISS,188.225.40.161,
2025-10-21T12:51:27.178561,reprosystems.ru.,A,iterative,True,0.5149,3,MISS,172.67.167.102; 104.21.59.11,
2025-10-21T12:51:28.194721,retiragroup.com.,A,iterative,False,0.4032,2,MISS,,No answers found
2025-10-21T12:51:29.098352,rtsab.com.,A,iterative,False,0.5895,3,MISS,,No answers found
2025-10-21T12:51:30.189068,running-sigi.de.,A,iterative,False,0.3207,2,MISS,,No answers found
2025-10-21T12:51:31.010203,sdccdonline.net.,A,iterative,False,2058.6602,2,MISS,,No answers found
2025-10-21T13:25:50.171325,sheltercoveinn.com.,A,iterative,False,0.6779,3,MISS,,No answers found
2025-10-21T13:25:51.349709,shivalikprints.com.,A,iterative,True,0.4420,3,MISS,162.215.11.92,
2025-10-21T13:25:52.292568,shqqaa.com.,A,iterative,True,0.4308,3,MISS,104.21.25.127; 172.67.134.61,
2025-10-21T13:25:53.223878,simternet.com.,A,iterative,True,0.5707,3,MISS,15.197.225.128; 3.33.251.168,
2025-10-21T13:25:54.295560,somode.com.,A,iterative,False,0.3991,2,MISS,,No answers found
2025-10-21T13:25:55.195245,stunninggirls.net.,A,iterative,True,0.4201,3,MISS,34.95.33.229,
2025-10-21T13:25:56.116134,toaskfuture.com.,A,iterative,True,0.4418,3,MISS,119.18.54.195,
2025-10-21T13:25:57.058586,tottenhamhk.com.,A,iterative,False,0.3924,2,MISS,,No answers found
2025-10-21T13:25:57.951718,triggerfish.se.,A,iterative,True,0.4931,3,MISS,162.159.134.42; 162.159.135.42,
2025-10-21T13:25:58.945320,tuhafhaberler.com.,A,iterative,False,0.3991,2,MISS,,No answers found
2025-10-21T13:25:59.844470,uahoy.net.,A,iterative,False,0.3939,2,MISS,,No answers found
2025-10-21T13:26:00.739410,us.tf.,A,iterative,False,187.6492,2,MISS,,No answers found
2025-10-21T13:29:08.889357,wrestlingfanssuck.com.,A,iterative,True,0.5466,3,MISS,62.149.128.40,
2025-10-21T13:29:09.936473,zzxu.cn.,A,iterative,False,53.5129,38,MISS,,No answers found
2025-10-21T13:32:35.756651,51cdngo.com.,A,iterative,False,1.8837,3,MISS,,No answers found
2025-10-21T13:32:38.140890,7sports.jp.,A,iterative,True,0.5565,3,MISS,150.95.219.152,
2025-10-21T13:32:39.197982,a-loud.com.,A,iterative,True,0.5553,3,MISS,183.111.199.180,
2025-10-21T13:32:40.254239,alkoholiker-clan.de.,A,iterative,True,0.5579,3,MISS,78.46.86.91,
2025-10-21T13:32:41.312635,alltransport.ru.,A,iterative,True,0.5389,3,MISS,141.8.192.214,
2025-10-21T13:32:42.352468,ambassadorsspfhf.org.,A,iterative,False,0.2458,2,MISS,,No answers found
2025-10-21T13:32:43.098689,amedeos.net.,A,iterative,True,0.7282,3,MISS,76.223.105.230; 13.248.243.5,
2025-10-21T13:32:44.327594,androgyn.org.,A,iterative,True,0.3830,3,MISS,217.160.0.127,
2025-10-21T13:32:45.211039,asip.es.,A,iterative,False,0.3283,2,MISS,,No answers found
2025-10-21T13:32:46.040289,aspiringwriter.ca.,A,iterative,False,0.3339,2,MISS,,No answers found
2025-10-21T13:32:46.874432,atomicbase.com.,A,iterative,True,0.6709,3,MISS,192.252.149.20,
2025-10-21T13:32:48.045932,bek.ir.,A,iterative,False,0.3942,2,MISS,,No answers found
2025-10-21T13:32:48.940513,bigjournalism.com.,A,iterative,True,0.4290,3,MISS,172.67.215.184; 104.21.75.65,
2025-10-21T13:32:49.870736,brfone.com.,A,iterative,True,0.6720,3,MISS,54.243.117.197; 13.223.25.84,
2025-10-21T13:32:51.043248,brown.edu.,A,iterative,True,10.7182,3,MISS,128.148.252.151,
2025-10-21T13:33:02.261923,c3budiman.tk.,A,iterative,False,0.3138,2,MISS,,No answers found
2025-10-21T13:33:03.077551,capella.edu.,A,iterative,True,10.6129,3,MISS,104.18.41.240; 172.64.146.16,
2025-10-21T13:33:14.190914,casco.com.,A,iterative,True,0.4251,3,MISS,18.172.64.52; 18.172.64.64; 18.172.64.87; 18.172.64.33,
2025-10-21T13:33:15.117102,cellularfactory.com.,A,iterative,True,0.7343,3,MISS,208.91.197.27,
2025-10-21T13:33:16.352230,cncdesign.co.kr.,A,iterative,True,0.9950,3,MISS,175.126.62.41,
2025-10-21T13:33:17.847875,congsoxanh.com.,A,iterative,True,0.4368,3,MISS,172.67.150.218; 104.21.64.129,
2025-10-21T13:33:18.785406,consejodentistas.org.,A,iterative,True,0.4105,3,MISS,213.151.115.236,
2025-10-21T13:33:19.696441,cornesoft.com.,A,iterative,False,0.3924,2,MISS,,No answers found
2025-10-21T13:33:20.589548,datadikdki.net.,A,iterative,True,0.6871,3,MISS,172.67.171.27; 104.21.55.109,
2025-10-21T13:33:21.777227,doommovie.com.,A,iterative,True,0.4313,3,MISS,172.67.206.138; 104.21.50.133,
2025-10-21T13:33:22.709432,elettronix.com.,A,iterative,True,0.5841,3,MISS,217.64.201.130,
2025-10-21T13:33:23.794440,fanzi.pl.,A,iterative,False,0.1969,2,MISS,,No answers found
2025-10-21T13:33:24.491927,fauzanalfi.com.,A,iterative,False,0.5887,3,MISS,,No answers found
2025-10-21T13:33:25.581437,gamepsvita.com.,A,iterative,True,0.4376,3,MISS,192.64.118.75,
2025-10-21T13:33:26.519856,gaybodyblog.com.,A,iterative,True,0.4234,3,MISS,148.72.167.158,
2025-10-21T13:33:27.444010,gba4iosapp.com.,A,iterative,True,0.5200,3,MISS,198.49.23.144,
2025-10-21T13:33:28.464763,gucenmez.com.,A,iterative,True,0.4344,3,MISS,172.67.149.173; 104.21.39.228,
2025-10-21T13:33:29.399973,gvowebcast.com.,A,iterative,True,0.4265,3,MISS,104.21.83.130; 172.67.176.152,
2025-10-21T13:33:30.327259,heygal.net.,A,iterative,False,0.3905,2,MISS,,No answers found
2025-10-21T13:33:31.218485,hivelocitymedia.com.,A,iterative,True,0.4465,3,MISS,172.67.152.101; 104.21.1.224,
2025-10-21T13:33:32.165809,horn-elektronik.com.,A,iterative,True,1.3521,3,MISS,92.43.119.40,
2025-10-21T13:33:34.018579,hotel.ch.,A,iterative,True,0.4802,3,MISS,104.21.36.90; 172.67.191.193,
2025-10-21T13:33:34.999579,huhgmbh.com.,A,iterative,True,0.6674,3,MISS,54.243.117.197; 13.223.25.84,
2025-10-21T13:33:36.167924,hznzcn.com.,A,iterative,True,1.3500,3,MISS,120.55.81.189,
2025-10-21T13:33:38.018351,i12.de.,A,iterative,False,0.5242,3,MISS,,No answers found
2025-10-21T13:33:39.043290,itattoos.org.,A,iterative,False,0.2373,2,MISS,,No answers found
2025-10-21T13:33:39.781207,jabeye.org.,A,iterative,True,0.7010,3,MISS,173.236.216.220,
2025-10-21T13:33:40.983045,jcwcn.com.,A,iterative,True,1.6558,3,MISS,128.14.74.54,
2025-10-21T13:33:43.139443,k-dsl.de.,A,iterative,False,0.3398,2,MISS,,No answers found
2025-10-21T13:33:43.979912,ku.edu.,A,iterative,True,10.6854,3,MISS,129.237.135.76,
2025-10-21T13:33:55.165986,lacuentaperdida.org.,A,iterative,False,0.2626,2,MISS,,No answers found
2025-10-21T13:33:55.929248,lgmonitorreview.nl.,A,iterative,False,0.1909,2,MISS,,No answers found
2025-10-21T13:33:56.620914,lighthouse.cc.,A,iterative,True,0.8487,3,MISS,192.110.166.196,
2025-10-21T13:33:57.970220,likeminded.ca.,A,iterative,True,0.6238,3,MISS,198.100.154.154,
2025-10-21T13:33:59.094630,ljyelectronic.com.,A,iterative,True,0.5252,3,MISS,156.232.155.66,
2025-10-21T13:34:00.120490,lookpage.org.,A,iterative,False,0.2449,2,MISS,,No answers found
2025-10-21T13:34:00.865955,mattselznick.com.,A,iterative,True,0.7081,3,MISS,44.245.84.147,
2025-10-21T13:34:02.074798,meintrendyhandy.de.,A,iterative,True,0.6418,3,MISS,94.143.8.110,
2025-10-21T13:34:03.217436,metabans.com.,A,iterative,True,0.4448,3,MISS,104.21.65.104; 172.67.162.83,
2025-10-21T13:34:04.163293,motiie.com.,A,iterative,False,0.3986,2,MISS,,No answers found
2025-10-21T13:34:05.062046,mplus.hk.,A,iterative,True,1.2520,3,MISS,159.138.153.43,
2025-10-21T13:34:06.814519,mpskota.com.,A,iterative,True,0.4239,3,MISS,20.192.98.161,
2025-10-21T13:34:07.739340,mumphi.de.,A,iterative,True,5.8455,3,MISS,87.106.48.102,
2025-10-21T13:34:14.085550,newpages2u.com.,A,iterative,True,0.6691,3,MISS,110.74.174.131,
2025-10-21T13:34:15.255260,nipslab.org.,A,iterative,True,2.1282,3,MISS,89.46.108.36,
2025-10-21T13:34:17.885401,nucre.com.,A,iterative,False,404.7060,77,MISS,,No answers found
2025-10-21T13:41:03.091488,oberoncompany.com.,A,iterative,True,0.4580,3,MISS,104.21.68.213; 172.67.198.171,
2025-10-21T13:41:04.050176,obtscan.com.,A,iterative,False,0.4027,2,MISS,,No answers found
2025-10-21T13:41:04.953631,ohdev.co.uk.,A,iterative,True,0.4697,3,MISS,51.89.253.246,
2025-10-21T13:41:05.923729,ovtoc.com.,A,iterative,True,0.5560,3,MISS,64.190.63.222,
2025-10-21T13:41:06.980021,panaceadream.com.,A,iterative,False,0.4062,2,MISS,,No answers found
2025-10-21T13:41:07.886796,phoenix-music.ru.,A,iterative,False,0.3672,2,MISS,,No answers found
2025-10-21T13:41:08.754487,qdushu.com.,A,iterative,False,0.4034,2,MISS,,No answers found
2025-10-21T13:41:09.658275,qingjiaopidaiji.com.,A,iterative,False,0.4000,2,MISS,,No answers found
2025-10-21T13:41:10.559226,raqualia.com.,A,iterative,False,1.1694,3,MISS,,No answers found
2025-10-21T13:41:12.228682,redcrosseth.org.,A,iterative,True,0.5672,3,MISS,65.21.72.120,
2025-10-21T13:41:13.296524,rousing.dk.,A,iterative,True,0.5123,3,MISS,212.237.249.17,
2025-10-21T13:41:14.309599,sandieskorner.com.,A,iterative,False,0.4133,2,MISS,,No answers found
2025-10-21T13:41:15.223123,seedy.dk.,A,iterative,True,0.6678,3,MISS,93.191.156.22,
2025-10-21T13:41:16.391406,simple-health-reports.com.,A,iterative,False,0.3957,2,MISS,,No answers found
2025-10-21T13:41:17.287819,sinemagrafik.com.,A,iterative,False,0.3993,2,MISS,,No answers found
2025-10-21T13:41:18.187462,sscw.ee.,A,iterative,True,0.5029,3,MISS,217.146.69.45,
2025-10-21T13:41:19.191315,stopallthathating.com.,A,iterative,False,0.4184,2,MISS,,No answers found
2025-10-21T13:41:20.110406,supreetsethi.net.,A,iterative,False,0.3959,2,MISS,,No answers found
2025-10-21T13:41:21.006772,thankfullyyours.com.,A,iterative,True,0.5559,3,MISS,23.227.38.32,
2025-10-21T13:41:22.063795,thereeftank.com.,A,iterative,True,0.5456,3,MISS,151.101.193.91; 151.101.1.91; 151.101.129.91; 151.101.65.91,
2025-10-21T13:41:23.109976,thunderex.com.,A,iterative,True,0.5733,3,MISS,97.74.85.52,
2025-10-21T13:41:24.184024,ticketbis.com.,A,iterative,False,0.4710,3,MISS,,No answers found
2025-10-21T13:41:25.155603,tomorrowsreflection.com.,A,iterative,True,0.5614,3,MISS,34.67.56.17,
2025-10-21T13:41:26.217947,tonaci.com.,A,iterative,True,0.5228,3,MISS,69.46.47.132,
2025-10-21T13:41:27.241290,topilehtipuu.com.,A,iterative,True,1.2450,3,MISS,103.224.182.253,
2025-10-21T13:41:28.987061,tretsomshop.nl.,A,iterative,True,1.9854,3,MISS,23.227.38.32,
2025-10-21T13:41:31.473285,tsksv.ru.,A,iterative,True,2.1162,3,MISS,91.199.149.117,
2025-10-21T13:41:34.090044,uanet.net.,A,iterative,True,6.0285,3,MISS,38.55.165.9,
2025-10-21T13:41:40.618944,udoo24.com.,A,iterative,True,0.4735,3,MISS,185.232.14.229,
2025-10-21T13:41:41.593157,vaco.ru.,A,iterative,True,2.4485,3,MISS,81.88.217.58,
2025-10-21T13:41:44.542825,valerievandenbroek.nl.,A,iterative,False,0.1816,2,MISS,,No answers found
2025-10-21T13:41:45.224702,visualtap.com.,A,iterative,True,0.6666,3,MISS,52.20.84.62,
2025-10-21T13:41:46.391754,volksschule-neufahrn.de.,A,iterative,False,0.3150,2,MISS,,No answers found
2025-10-21T13:41:47.207121,webxtrap.com.,A,iterative,True,0.5638,3,MISS,109.234.165.168,
2025-10-21T13:41:48.271854,womenology.com.,A,iterative,True,0.4229,3,MISS,213.186.33.4,
2025-10-21T13:41:49.195187,xqgcab.com.,A,iterative,False,0.3984,2,MISS,,No answers found
2025-10-21T13:41:50.094257,youngsnetwork.it.,A,iterative,False,0.3359,2,MISS,,No answers found
2025-10-21T13:41:50.931036,zamlelova.ru.,A,iterative,True,3.4862,3,MISS,79.174.69.231,
2025-10-21T13:41:54.918088,zilch.org.,A,iterative,True,0.9138,3,MISS,104.237.133.18,
2025-10-21T13:44:32.309208,abmcare.com.,A,iterative,True,0.4340,3,MISS,104.18.11.144; 104.18.10.144,
2025-10-21T13:44:33.243627,anvilnetworksolutions.net.,A,iterative,True,0.7469,3,MISS,217.160.0.13,
2025-10-21T13:44:34.490998,archiportale.com.,A,iterative,True,0.4395,3,MISS,104.18.13.154; 104.18.12.154,
2025-10-21T13:44:35.431242,arcoat.com.,A,iterative,True,0.6401,3,MISS,66.39.19.55,
2025-10-21T13:44:36.572003,asseenontvlaunchpad.com.,A,iterative,False,0.3906,2,MISS,,No answers found
2025-10-21T13:44:37.463102,autopareri.com.,A,iterative,True,0.4744,3,MISS,147.93.94.216,
2025-10-21T13:44:38.438307,bbqinjector.com.,A,iterative,False,0.4005,2,MISS,,No answers found
2025-10-21T13:44:39.339472,begleyhutton.com.,A,iterative,True,1.8763,3,MISS,198.185.159.144; 198.49.23.145; 198.185.159.145; 198.49.23.144,
2025-10-21T13:44:41.716159,bigliettieventi.info.,A,iterative,False,0.1917,2,MISS,,No answers found
2025-10-21T13:44:42.409102,bmw-parts.ru.,A,iterative,True,0.5647,3,MISS,91.236.136.97,
2025-10-21T13:44:43.474181,bookingnest.com.,A,iterative,True,0.5653,3,MISS,76.223.54.146; 13.248.169.48,
2025-10-21T13:44:44.539900,callcomm.info.,A,iterative,False,0.1885,2,MISS,,No answers found
2025-10-21T13:44:45.229080,cdmail.fr.,A,iterative,True,1.2998,3,MISS,5.196.212.149,
2025-10-21T13:44:47.029315,ceskykutil.cz.,A,iterative,True,0.5926,3,MISS,80.211.205.242,
2025-10-21T13:44:48.122876,charityjob.co.uk.,A,iterative,True,0.4852,3,MISS,104.24.145.14; 172.67.64.72; 104.24.144.14,
2025-10-21T13:44:49.108923,chekiang.info.,A,iterative,False,0.2032,2,MISS,,No answers found
2025-10-21T13:44:49.812643,chenghuavideo.asia.,A,iterative,False,7.7559,56,MISS,,No answers found
2025-10-21T13:44:58.069156,cia.it.,A,iterative,True,0.4903,3,MISS,52.209.118.185; 52.213.149.102,
2025-10-21T13:44:59.061144,ciber.com.,A,iterative,True,0.4457,3,MISS,103.247.209.15,
2025-10-21T13:45:00.007064,clickdownloadfiles.com.,A,iterative,False,0.3935,2,MISS,,No answers found
2025-10-21T13:45:00.901637,consumerreviews24.com.,A,iterative,False,0.3931,2,MISS,,No answers found
2025-10-21T13:45:01.795054,cosmeticaestheticsurgery.com.,A,iterative,True,31.8122,3,MISS,3.33.130.190; 15.197.148.33,
2025-10-21T13:45:34.107520,crsgfk.de.,A,iterative,False,0.3353,2,MISS,,No answers found
2025-10-21T13:45:34.944013,currencyrates.org.,A,iterative,True,0.4168,3,MISS,104.21.23.70; 172.67.209.125,
2025-10-21T13:45:35.861341,cushinglawoffices.com.,A,iterative,False,0.3999,2,MISS,,No answers found
2025-10-21T13:45:36.761723,cuteteenschoolgirlz.com.,A,iterative,False,0.3975,2,MISS,,No answers found
2025-10-21T13:45:37.659824,de.vu.,A,iterative,True,0.3532,3,MISS,81.28.232.69,
2025-10-21T13:45:38.513745,dilw.ie.,A,iterative,True,0.3794,3,MISS,35.214.43.230,
2025-10-21T13:45:39.394118,dock2office.com.,A,iterative,False,0.3975,2,MISS,,No answers found
2025-10-21T13:45:40.292061,drglendza.co.rs.,A,iterative,False,0.3390,3,MISS,,No answers found
2025-10-21T13:45:41.132175,dricom-hosting.nl.,A,iterative,True,0.3363,3,MISS,46.249.36.223,
2025-10-21T13:45:41.970787,e-daily.gr.,A,iterative,True,0.4775,3,MISS,104.26.13.52; 104.26.12.52; 172.67.70.26,
2025-10-21T13:45:42.947047,e-hps.com.,A,iterative,True,0.4420,3,MISS,208.44.185.221,
2025-10-21T13:45:43.890080,ecolems.com.,A,iterative,True,0.8684,3,MISS,51.103.54.68,
2025-10-21T13:45:45.259194,eggcityradio.com.,A,iterative,True,1.0185,3,MISS,103.224.182.253,
2025-10-21T13:45:46.778247,egov.sy.,A,iterative,True,0.3959,3,MISS,185.216.134.58,
2025-10-21T13:45:47.674616,fmnara.com.,A,iterative,True,1.4204,3,MISS,49.247.215.98,
2025-10-21T13:45:49.595544,freeditorial.com.,A,iterative,True,0.4477,3,MISS,51.178.246.100,
2025-10-21T13:45:50.544347,ftf.com.,A,iterative,True,0.6060,3,MISS,23.227.38.65,
2025-10-21T13:45:51.650992,gadanguides.com.,A,iterative,True,0.6540,3,MISS,93.188.2.51,
2025-10-21T13:45:52.806090,gadgetgearpro.com.,A,iterative,False,0.3974,2,MISS,,No answers found
2025-10-21T13:45:53.704154,gardenofwords.com.,A,iterative,True,0.4249,3,MISS,192.0.78.25; 192.0.78.24,
2025-10-21T13:45:54.629896,get-webby.com.,A,iterative,False,0.3900,2,MISS,,No answers found
2025-10-21T13:45:55.520116,ghimpele.ro.,A,iterative,True,0.4941,3,MISS,89.35.160.167,
2025-10-21T13:45:56.514828,giuseppelivraghi.it.,A,iterative,True,36.8434,3,MISS,89.46.108.54,
2025-10-21T13:46:33.858968,gregginn.com.,A,iterative,True,0.5614,3,MISS,3.33.130.190; 15.197.148.33,
2025-10-21T13:46:34.921015,gxjbsj.com.,A,iterative,True,0.6429,3,MISS,172.247.103.2,
2025-10-21T13:46:36.064866,hayalforum.net.,A,iterative,False,0.3931,2,MISS,,No answers found
2025-10-21T13:46:36.958401,hdcric.com.,A,iterative,True,0.5470,3,MISS,159.69.42.212; 159.69.83.207; 159.69.186.9; 95.216.161.60,
